pressure,altitude,temperature,timestamp
999.992432,110.948425,9,93839
1000.007568,110.254349,10,93865
1000.031738,109.947975,10,93924
1000.019531,110.720276,10,93972
999.998047,110.901169,10,93998
999.979492,111.056656,10,94024
999.962646,110.582581,10,94050
1000.062012,110.362572,11,94111
1000.081055,110.202011,10,94158
1000.000488,110.880333,10,94184
999.946289,111.336639,11,94211
999.997314,110.814789,11,94237
1000.060303,111.461647,11,94296
1000.009521,110.804115,11,94345
999.939941,111.389999,10,94371
999.924805,111.517036,10,94398
1000.015381,110.46978,10,94424
1000.119141,110.933685,10,94483
1000.042236,110.528717,10,94531
1000.003174,110.857468,10,94557
1000.043213,110.521095,10,94583
999.990479,111.549553,10,94609
1000.064697,110.987045,11,94670
999.996094,110.917427,11,94718
999.930908,111.465714,11,94744
999.965576,111.174545,12,94770
999.96875,110.88237,12,94796
1000.063477,111.163872,12,94856
1000.011719,110.785828,13,94913
1000.021729,110.701988,12,94939
1000.009521,110.80056,13,94965
999.955078,111.262451,13,94991
1000.017334,110.956047,13,95017
1000.027588,110.652702,13,95074
999.827148,112.338753,13,95126
1000.012451,110.779724,13,95152
1000.008789,110.810722,13,95179
999.983398,110.935722,13,95205
999.967529,110.771599,14,95265
1000.00708,111.654747,14,95325
999.940674,111.383392,14,95370
999.91333,111.613586,14,95396
999.963867,111.188263,14,95422
1000.031738,110.862045,14,95448
999.965576,110.804115,16,95509
1000.005615,111.365097,16,95570
999.973633,110.581055,16,95630
1000.025146,110.673027,16,95674
999.871338,111.96727,16,95700
999.946777,111.332069,16,95727
999.98291,110.917427,16,95753
1000.079346,111.059196,16,95813
999.894043,111.492645,16,95873
999.990967,110.960617,16,95933
999.957764,111.240089,16,95976
1000.017822,110.734505,15,96002
999.907959,111.658806,15,96029
999.931152,110.771599,16,96055
999.994385,110.525162,15,96116
999.947998,111.309708,15,96176
999.972412,111.642548,14,96236
999.954346,111.268547,14,96279
999.973145,111.110519,14,96305
999.861084,112.053146,14,96331
1000.040039,110.422523,14,96357
999.969971,111.118645,14,96417
999.944824,110.763466,14,96478
999.984619,111.539902,14,96538
999.926514,111.502808,14,96582
1000.064209,110.344276,15,96608
999.899902,111.726395,15,96634
1000.007813,110.83918,15,96660
1000.011963,110.530754,16,96721
1000.006104,110.833076,16,96769
999.934082,111.439285,16,96795
999.995605,110.921494,16,96821
999.893066,110.574448,16,96847
1000.037354,111.622223,16,96907
999.967529,111.157776,16,96955
1000.024902,110.675056,17,96981
999.897949,111.743164,16,97008
1000.029541,111.202492,17,97034
1000.017334,110.999748,17,97094
1000.032715,110.609001,17,97142
1000.035156,110.588676,18,97168
999.967285,111.067329,18,97194
999.880859,110.873734,17,97220
999.979736,111.580551,16,97281
999.942627,111.367126,14,97329
1000.022949,110.691315,13,97355
999.922607,111.535835,12,97382
1000.044678,110.765503,11,97408
999.986572,111.258385,10,97468
999.960449,111.217224,8,97516
999.940674,111.383392,8,97542
999.991943,110.951981,6,97568
999.976563,111.394058,4,97594
999.901611,111.155235,2,97655
999.934814,111.432678,0,97715
999.960693,111.215195,136,97742
999.912354,111.622223,134,97768
1000.028809,110.642029,134,97794
999.990967,111.519577,133,97820
1000.044922,110.506363,131,97877
999.937744,111.408287,130,97925
999.939453,111.394058,130,97951
1000.007324,110.822914,130,97977
999.928223,112.234062,129,98003
1000.006592,111.186234,128,98064
999.946777,111.443352,128,98125
999.981201,111.042938,127,98168
1000.057861,110.397629,127,98194
999.959717,111.223831,126,98221
999.989014,111.884941,125,98247
999.945313,110.758896,123,98308
999.914551,110.899139,120,98368
999.883057,111.342735,117,98428
999.967285,111.159805,116,98472
999.983398,111.023628,115,98498
1000.02832,110.646599,114,98525
999.967773,110.862045,112,98551
1000.003906,110.453522,111,98611
1000.045898,110.944359,111,98668
999.976807,111.079521,109,98728
999.984863,111.01194,108,98777
999.863281,112.034859,107,98803
999.99707,110.909302,106,98829
1000.062012,111.155235,106,98856
999.869873,110.588676,106,98916
999.920166,111.681168,107,98976
1000.00293,110.96875,109,99033
999.914551,111.603416,109,99081
1000.013184,110.820885,110,99107
1000.029053,110.639999,110,99133
999.934326,110.294991,111,99159
999.976563,111.640518,113,99220
999.959229,112.001823,113,99280
999.872803,111.954567,112,99340
1000.003418,110.855438,111,99384
1000.01709,110.740601,110,99410
999.931396,111.461647,109,99437
1000.075439,111.217224,107,99463
1000.034912,111.369667,104,99523
999.859375,112.067886,104,99571
999.999268,110.890495,103,99597
999.934814,111.432678,102,99623
999.965088,110.596809,102,99649
1000.02124,112.283356,99,99710
999.982422,111.032265,99,99758
1000.02124,110.705544,99,99784
999.993408,110.939789,99,99810
999.938721,111.209099,99,99836
999.937988,111.324448,99,99897
1000.083252,110.183723,100,99944
999.927002,111.49823,99,99970
999.939209,111.396095,99,99997
999.939453,111.18013,99,100023
1000.024414,110.153748,97,100084
999.937012,111.849876,97,100132
999.988281,110.982979,96,100158
999.943115,111.363068,96,100184
999.998779,110.040443,93,100210
999.937256,111.275154,92,100271
999.885742,111.845306,92,100319
1000.04541,110.502808,92,100345
999.99292,110.944359,92,100371
999.898193,111.642548,92,100397
999.975098,111.028198,92,100458
1000.040771,110.54142,92,100518
1000.033203,110.604935,91,100545
1000.043213,110.521095,91,100571
999.982178,111.034302,91,100597
1000.047363,110.732475,91,100623
999.912109,111.623749,91,100680
999.993896,110.935722,90,100728
1000.024902,110.675056,90,100754
1000.009277,110.806152,90,100781
999.912842,110.693352,89,100807
999.894287,111.153198,89,100868
999.973877,110.172035,89,100925
999.997314,110.906761,88,100973
999.991455,110.956047,86,100999
1000.025879,110.666924,86,101025
999.98291,110.444885,85,101051
999.895264,110.409821,85,101111
999.904785,110.703506,87,101168
999.975342,111.092224,87,101225
999.939209,111.396095,86,101277
999.95874,111.231453,85,101303
1000.002441,110.864075,85,101330
1000.045166,111.591225,84,101356
1000.046875,111.003304,84,101416
999.89624,111.761459,83,101476
1000.041992,111.428612,81,101536
999.99292,110.944359,81,101579
1000.025146,110.673027,80,101605
999.9729,111.112549,78,101631
999.909424,111.47435,78,101657
1000.029785,110.629326,78,101718
1000.112061,111.089684,76,101778
999.977539,111.073929,75,101838
999.995361,110.923523,74,101882
1000.016113,110.749237,74,101908
999.966309,111.167938,73,101934
1000.02124,110.575974,72,101960
999.907959,111.128807,70,102021
999.947998,111.923561,70,102081
1000.025146,110.673027,70,102138
999.924561,111.519577,69,102186
999.922607,111.535835,68,102212
999.993164,110.942329,67,102239
999.953613,111.638481,67,102265
999.955811,110.581055,68,102325
999.969727,111.139481,67,102373
999.991455,110.956047,67,102399
1000.013672,110.769562,65,102425
999.984619,110.664894,64,102451
999.924561,110.993645,64,102511
1000.124756,109.834671,64,102559
1000.018555,110.727898,63,102585
999.914063,111.607483,62,102612
999.917725,111.363068,62,102638
999.989746,111.658806,61,102699
1000.018066,110.732475,60,102747
999.997314,110.906761,61,102773
1000.013184,110.773628,60,102800
1000.025391,111.387962,60,102826
1000.012207,110.781761,61,102886
999.890869,111.80262,61,102933
999.936035,111.423027,61,102959
999.964355,111.184196,60,102986
1000.003174,110.727898,60,103012
999.967529,110.716209,61,103071
1000.005371,110.83918,60,103119
999.960205,111.219261,60,103145
999.997314,110.906761,61,103172
999.973633,110.810722,61,103198
999.945557,111.240089,61,103258
999.961914,111.205032,60,103319
1000.088867,110.136467,59,103345
999.980713,111.047005,60,103371
999.948242,111.31987,60,103397
999.975586,110.802086,59,103423
1000.081543,110.198456,60,103480
999.948242,111.31987,59,103528
999.967529,111.157776,60,103554
999.995361,110.923523,60,103581
999.915283,111.275154,59,103607
1000.009033,110.796494,58,103666
999.993896,110.695381,56,103723
999.954346,111.268547,56,103771
999.938232,111.404221,55,103797
999.952637,111.282776,54,103824
999.950439,110.851372,54,103850
1000.035889,111.777718,53,103911
1000.019287,111.632385,52,103968
999.960938,110.687248,51,104025
1000.039551,110.552094,51,104077
999.965576,111.174545,51,104103
999.942871,111.365097,51,104130
999.999023,111.001266,50,104156
1000.071777,110.453522,51,104216
1000.016357,111.134911,51,104276
999.996094,110.633896,50,104333
999.956543,111.249748,50,104381
999.919189,111.564293,51,104407
1000.009766,110.802086,52,104434
999.942383,111.303612,53,104460
999.942871,111.453514,55,104521
999.9646,111.227386,57,104581
999.878906,110.851372,59,104638
999.954102,111.271088,59,104687
999.948242,111.31987,59,104713
999.998535,110.897102,59,104740
1000.004883,110.545486,59,104766
1000.030518,111.41642,60,104827
999.973389,110.962654,61,104884
1000.001953,111.724365,61,104945
999.979248,111.059196,62,104993
999.93335,111.445381,62,105019
1000.095459,110.081085,63,105046
999.902832,110.787857,63,105072
999.931885,111.457581,63,105133
1000.006836,110.826477,62,105181
1000.010742,110.793953,62,105207
999.92041,111.554131,62,105234
999.988525,110.876778,63,105260
1000.021484,111.728424,64,105321
1000.030273,110.629326,64,105370
1000.077393,110.578011,65,105396
1000.004883,110.84375,65,105423
999.988525,111.402702,65,105449
1000.02417,110.681152,65,105510
999.918701,111.568863,65,105558
999.886719,111.837685,65,105584
999.871582,111.965233,64,105610
999.951904,110.243675,65,105636
1000.02832,110.923523,65,105697
999.972168,111.118645,65,105744
1000.043945,110.514999,66,105770
999.911133,111.632385,66,105797
999.9729,110.596809,67,105823
999.984863,111.01194,67,105885
1000.121094,109.865662,68,105933
1000.014893,110.758896,69,105959
1000.005371,110.83918,69,105985
1000.022949,110.964684,70,106011
1000.000732,111.054626,72,106071
999.996338,110.915398,73,106128
999.961426,111.209099,73,106155
1000.035156,110.588676,73,106181
1000.017578,110.736534,74,106207
999.955078,111.139481,74,106233
1000.047607,111.047005,74,106290
999.987549,110.989075,74,106342
1000.013184,110.773628,75,106368
1000.004883,110.84375,75,106394
999.943604,111.549553,76,106420
1000.005859,110.778206,77,106481
999.950195,111.207062,77,106541
1000.012451,110.779724,77,106586
1000.027588,110.652702,78,106612
999.975098,111.406258,78,106638
999.989746,111.868683,78,106664
999.910889,110.724342,79,106725
999.998535,111.167938,80,106785
1000.057129,110.760925,80,106842
999.889404,111.815323,81,106891
1000.020508,110.712151,81,106917
1000.0354,110.586647,81,106943
999.945313,110.366638,81,106969
1000.047363,110.876778,82,107030
999.895996,110.787857,82,107090
999.984863,111.01194,82,107147
1000.020996,110.707573,82,107194
999.980957,111.044968,82,107220
1000.043945,110.514999,82,107247
999.968994,110.581055,82,107273
1000.057129,110.808182,81,107333
1000.015625,111.044968,80,107395
999.932617,110.868141,80,107455
999.929688,111.475876,80,107499
1000.01001,110.80056,80,107525
1000.01001,110.80056,80,107551
999.936035,110.451492,80,107577
1000.077881,111.297516,79,107637
999.95874,110.303635,78,107697
1000.002686,110.862045,77,107755
999.976318,111.083588,75,107803
999.980225,111.05056,74,107829
1000.019531,110.720276,73,107855
1000.014648,110.901169,69,107881
999.897949,110.239609,67,107943
999.94043,111.385422,66,107990
1000.00415,110.849846,66,108016
1000.088623,110.139008,64,108043
999.914063,111.198936,62,108069
1000.036377,110.578011,60,108129
1000.0354,110.785828,60,108176
1000.039795,110.550064,59,108202
999.997314,110.906761,59,108229
999.976318,110.758896,58,108255
1000.110596,111.153198,56,108315
999.965088,111.178101,55,108363
999.912109,111.623749,54,108389
1000.008057,110.816818,54,108415
1000.012695,111.020073,53,108441
999.995117,110.683189,51,108501
1000.04126,110.537361,52,108550
999.883789,111.862587,52,108576
999.909912,111.642548,52,108603
1000.03833,111.410324,53,108629
1000.031738,110.707573,54,108688
999.983154,111.026672,56,108737
999.97168,111.122208,56,108763
999.987305,110.991104,57,108789
999.920898,110.754829,57,108815
999.954346,110.601379,58,108877
999.936768,111.41642,59,108934
1000.029785,110.633896,59,108960
999.989258,110.975357,59,108986
999.959473,111.225868,59,109012
999.970459,110.264,59,109038
999.990234,111.492645,60,109094
999.968506,111.149139,60,109146
1000.139404,109.711716,60,109172
999.997314,110.906761,61,109199
999.95459,111.007874,62,109225
1000.123535,111.003304,64,109284
999.917236,111.182167,65,109341
999.941895,111.373734,65,109389
999.97998,111.052589,65,109415
1000.01001,110.80056,65,109441
999.954346,110.872208,66,109467
1000.013184,111.494675,67,109528
999.991943,110.261971,68,109588
999.979492,111.056656,68,109648
1000.094971,110.085152,68,109692
1000.06543,110.333611,68,109718
999.821045,112.390587,68,109744
1000.032227,111.087654,67,109770
1000.042236,111.665413,67,109831
1000.03418,110.878815,67,109891
999.969971,111.562256,66,109948
999.987061,110.993645,67,109997
999.980469,111.049034,66,110023
999.984619,110.479431,67,110049
999.981201,110.779724,66,110075
999.964844,111.383392,66,110135
999.978516,110.853409,65,110191
999.986816,110.606972,65,110248
1000.007813,110.818855,65,110299
1000.077148,110.235039,65,110325
999.98584,111.003304,65,110352
999.909912,111.028198,65,110378
999.94458,110.909302,64,110439
999.950439,111.523636,64,110500
1000.03833,110.561745,65,110557
1000.068848,110.305664,65,110604
999.947998,111.322411,66,110630
999.956299,111.251778,66,110657
1000.007568,111.41642,66,110683
999.954346,110.804115,67,110744
999.983154,111.026672,68,110792
999.994629,110.404236,68,110818
999.927979,111.490608,68,110844
1000.039795,111.278709,69,110870
999.995605,110.921494,69,110931
1000.054443,110.42659,69,110979
999.965332,111.176575,68,111005
999.929932,111.47435,68,111031
999.991943,110.399666,68,111057
1000.068115,109.974899,68,111117
999.994629,110.929626,68,111166
999.884766,111.839714,68,111192
999.959473,111.225868,68,111218
999.983643,111.613586,68,111244
1000.050537,110.459106,69,111301
999.959961,111.220787,69,111353
999.937256,111.412354,69,111379
1000.051025,110.455048,69,111406
999.998535,110.897102,69,111432
1000.019531,111.005333,69,111492
1000.096924,110.068893,69,111540
1000.038574,110.559715,69,111566
1000.07373,110.264,69,111593
1000.100098,111.299034,69,111619
999.972168,110.3834,69,111676
1000.036865,110.574448,69,111736
999.986328,110.999748,69,111763
999.981689,111.038361,69,111789
1000.009033,110.808182,69,111815
999.999023,111.211128,69,111841
999.943848,110.897102,69,111898
999.943604,111.359001,69,111949
1000.01123,110.789886,69,111975
999.938477,111.402702,68,112002
1000.062256,111.309708,69,112029
999.972168,110.718246,68,112088
1000.015625,110.7528,68,112149
999.94043,111.385422,69,112193
999.989258,110.975357,69,112219
1000.079102,110.219292,68,112245
1000.052979,111.385422,68,112271
1000.07959,111.880875,69,112328
999.956299,110.783791,69,112388
1000.019043,110.724342,69,112445
1000.107422,109.980995,69,112497
999.927734,111.492645,69,112523
1000.041504,110.535324,70,112549
999.959717,111.309708,70,112575
999.985596,110.329544,70,112636
1000.033447,109.843307,71,112693
1000.01123,110.167465,72,112750
999.975586,111.089684,72,112803
1000.030029,110.631866,73,112829
1000.151855,109.606552,73,112856
999.979492,111.067329,73,112882
1000.026123,110.303635,73,112942
1000.086914,110.130371,74,112999
1000.116211,110.958076,74,113059
1000.040527,110.543457,75,113107
999.958984,111.229424,75,113133
1000.089844,110.128845,75,113160
999.955811,109.794022,75,113186
999.949463,111.535835,76,113243
1000.091064,110.82444,76,113304
1000.001709,111.350357,76,113364
1000.050049,110.463173,76,113412
1000.040039,110.548027,77,113438
999.991699,110.95401,77,113465
999.982178,110.492134,77,113491
999.998535,111.352394,77,113547
1000.046143,110.496201,77,113599
999.877441,111.915939,77,113625
1000.112793,109.935272,77,113652
999.989014,110.956047,78,113678
999.986816,110.568352,77,113739
1000.020996,110.707573,77,113787
1000.072998,110.270607,77,113813
999.996826,110.911331,77,113839
999.87915,110.96875,77,113865
999.979248,111.059196,77,113926
999.989746,110.970779,77,113974
999.938721,111.399651,76,114000
999.949707,111.307678,76,114027
999.966064,110.130371,76,114053
999.945068,111.685745,76,114113
1000.033203,110.604935,76,114162
1000.00708,110.82444,76,114188
999.998535,110.897102,76,114214
1000.011963,110.683189,76,114240
999.954102,110.219292,76,114301
999.976563,111.081551,76,114351
999.989258,110.975357,76,114377
1000.071533,110.282295,77,114403
999.947998,110.627296,77,114429
999.964111,110.143074,77,114486
999.976807,111.079521,77,114542
999.946289,111.336639,77,114569
1000.067871,110.313286,77,114595
1000.046387,110.494171,77,114621
999.974121,110.931656,76,114647
1000.00293,111.217224,76,114704
999.803955,112.533897,75,114761
1000.047607,110.484009,75,114787
999.906982,111.66745,75,114813
1000.037842,111.439285,74,114839
1000.088379,111.521606,74,114896
1000.035156,110.042473,73,114956
999.98291,111.028198,73,115004
1000.032959,110.606972,73,115030
999.902344,111.70607,73,115057
999.946777,110.442848,73,115083
999.990479,111.613586,73,115144
1000.037109,109.943909,73,115204
999.975586,110.563782,74,115261
1000.033936,110.59935,74,115309
1000.040283,110.545486,74,115335
1000.040283,110.545486,74,115361
1000.028076,110.570389,74,115387
1000.049561,110.778206,74,115445
999.920166,110.561745,75,115505
1000.018799,110.360542,75,115565
1000.101074,110.033836,76,115615
1000.063721,110.348343,76,115641
999.909424,111.646103,76,115668
1000.031738,110.773628,77,115694
999.999756,111.163872,78,115755
999.971436,110.512459,78,115815
999.962402,110.740601,79,115871
999.971191,111.127289,80,115920
1000.029297,110.637962,80,115946
1000.080078,110.210648,80,115973
999.956787,110.820885,81,115999
999.99585,110.899139,81,116059
999.958984,111.334099,82,116120
999.979248,111.059196,83,116180
1000.011719,110.785828,83,116224
1000.028076,110.648636,83,116250
1000.014648,110.760925,83,116277
999.924072,111.410324,84,116303
999.996338,111.275154,84,116363
999.936279,111.42099,84,116412
999.965088,111.178101,85,116438
1000.021729,110.701988,85,116464
1000.067627,111.001266,85,116490
999.995605,110.921494,85,116551
1000.048096,110.479431,85,116599
1000.033447,110.603409,85,116625
999.991211,110.958076,85,116652
1000.115234,110.461143,85,116678
999.894287,111.258385,85,116739
1000.001953,110.868141,85,116787
999.972412,111.116615,85,116813
999.997314,110.906761,85,116840
1000.028076,111.244156,85,116867
999.950439,111.301071,85,116927
999.90625,111.673035,85,116975
1000.082764,110.188293,85,117001
1000.003418,110.855438,85,117027
999.927246,110.581055,85,117053
1000.021484,110.864075,85,117114
1000.058838,110.389503,85,117162
1000.023926,110.683189,85,117188
1000.002441,110.864075,85,117215
999.878418,110.385437,85,117241
999.975098,111.5709,85,117302
999.934814,111.432678,84,117359
1000.091309,110.11615,85,117385
999.969238,111.143547,85,117412
999.938232,111.404221,85,117438
999.976563,111.293449,85,117464
999.999756,111.537865,86,117524
999.996582,110.913361,86,117572
1000.014893,110.758896,85,117598
999.99292,110.944359,85,117624
999.995605,111.087654,85,117650
1000.062012,111.768066,83,117711
999.963623,110.664894,84,117768
999.928467,111.486542,84,117815
1000.012451,110.779724,84,117841
999.994629,110.929626,84,117868
999.953857,110.198456,83,117894
1000.046631,110.818855,83,117953
999.961182,110.804115,82,118010
1000.004395,111.022102,81,118067
1000.08667,110.155777,82,118120
1000.070557,110.290932,82,118146
1000.028809,110.642029,82,118173
1000.01416,110.962654,82,118199
999.945068,109.602989,83,118259
999.924805,110.270607,84,118320
1000.085693,110.163399,84,118360
999.938477,111.402702,84,118386
1000.002441,110.864075,85,118414
999.986084,111.244156,85,118441
1000.006104,110.479431,85,118499
1000.154053,109.588257,86,118559
999.973877,111.103912,86,118586
1000.037354,110.570389,86,118612
999.951172,111.295479,86,118638
1000.023682,111.114586,87,118664
999.965576,111.174545,88,118725
999.947266,111.328003,88,118768
999.960693,111.215195,88,118794
1000.040527,110.543457,89,118821
1000.041016,111.716743,89,118847
1000.036133,111.779755,90,118907
1000.032959,111.576485,90,118967
1000.10498,110.00132,90,119011
1000.067139,110.319893,90,119037
999.977051,111.077492,90,119063
1000.044434,110.980942,90,119089
1000.010498,110.190331,91,119146
999.964844,111.313774,91,119207
1000.079834,111.264481,91,119265
999.871338,111.96727,91,119317
999.979004,111.061226,91,119343
999.900146,111.724365,91,119369
1000.085693,110.570389,91,119395
999.986816,110.642029,91,119455
999.934814,110.252312,91,119512
1000.035156,111.352394,91,119569
999.989014,110.977386,91,119621
1000.012207,110.781761,91,119647
999.920898,111.549553,90,119674
999.902344,110.928101,91,119700
1000.026367,110.687248,91,119760
999.921387,111.361031,90,119816
999.895996,111.759422,91,119860
1000.023926,110.683189,91,119886
999.900146,111.724365,91,119913
1000.02124,111.65271,90,119939
1000.000732,110.960617,91,119999
999.991455,110.956047,91,120059
999.974609,111.09832,91,120086
999.975586,111.089684,92,120112
999.937744,111.408287,92,120138
1000.01709,111.328003,92,120164
1000.052002,110.666924,93,120224
1000.035645,110.58461,93,120268
999.950439,111.301071,94,120294
1000.005127,110.841209,94,120321
999.965088,110.831047,94,120347
999.958008,110.635933,95,120406
1000.018066,111.202492,96,120466
999.966309,111.167938,96,120511
999.998291,110.899139,96,120537
1000.032471,110.611031,96,120563
1000.0354,110.539391,97,120589
999.960205,110.880333,97,120645
1000.038818,110.393562,98,120702
999.985352,110.666924,98,120758
999.935791,111.425056,99,120814
999.984619,111.013969,99,120840
1000.005615,110.837143,99,120867
1000.011963,111.151169,99,120893
1000.03125,111.186234,99,120954
1000.037109,110.572418,99,121014
999.990479,110.964684,98,121053
999.967285,111.159805,98,121079
999.998535,110.897102,98,121106
1000.051025,111.23806,98,121132
999.97168,110.451492,98,121191
1000.015869,110.751274,98,121248
1000.007324,110.822914,98,121274
999.956543,111.249748,97,121300
1000.08252,111.141518,97,121326
999.973145,111.519577,97,121352
1000.073242,110.745178,97,121408
1000.024902,110.675056,97,121461
1000.023926,110.683189,96,121487
1000.020264,110.71418,97,121514
1000.032959,110.71418,97,121540
999.975586,111.603416,96,121600
999.988281,110.982979,96,121660
999.995361,110.923523,96,121703
1000.014648,110.760925,96,121729
999.972168,111.118645,96,121756
999.989502,110.902695,96,121782
999.930664,111.504837,96,121841
999.972656,110.052635,96,121901
999.984863,111.01194,96,121958
999.927979,111.490608,96,122006
1000.100342,110.040443,96,122032
1000.005859,110.835114,96,122058
1000.085693,111.065292,96,122084
999.988525,111.455544,96,122140
999.97168,110.923523,96,122197
999.989014,110.977386,96,122245
999.993652,110.937752,96,122271
999.930176,111.472313,96,122298
999.946533,110.906761,95,122324
1000.005859,110.853409,96,122383
999.940674,111.383392,96,122444
1000.013428,111.001266,95,122470
1000.02002,110.716209,95,122496
999.945557,111.342735,95,122522
1000.033691,110.804115,94,122548
1000.044922,110.506363,95,122605
1000.056885,110.405762,95,122652
999.99585,110.919464,94,122678
1000.057373,110.402206,95,122705
999.960693,110.897102,95,122731
999.983887,110.818855,96,122791
1000.039551,111.985565,96,122851
999.930176,111.472313,96,122895
999.882324,111.874275,96,122921
1000.009277,110.806152,96,122947
999.995117,110.377304,96,122973
1000.11377,111.297516,97,123033
999.940674,111.099846,97,123090
999.951904,110.763466,97,123150
999.857666,112.082115,97,123197
999.913818,111.60952,97,123223
1000.025391,110.67099,97,123251
1000.010742,111.502808,97,123278
999.924561,110.958076,97,123336
1000.025391,110.635933,97,123396
1000.008545,110.812752,97,123453
1000.004395,110.847816,97,123501
1000.002686,110.862045,97,123527
999.938477,111.402702,98,123554
1000.022705,110.942329,98,123581
1000.007324,110.791924,98,123640
1000.07251,110.274673,98,123700
999.94165,111.375259,98,123726
999.997314,110.906761,99,123752
999.907227,111.665413,99,123778
999.889893,111.470284,99,123804
999.96875,111.147614,99,123864
999.935059,111.430649,99,123907
1000.00293,110.859505,99,123933
999.903564,111.695396,99,123960
999.987549,110.939789,99,123986
999.974121,111.965233,99,124046
999.945068,111.346802,99,124103
1000.016602,110.745178,99,124151
999.877441,111.915939,99,124177
999.999268,110.890495,99,124203
999.89624,111.159805,98,124229
999.908936,111.566833,98,124285
999.931641,111.880875,99,124345
999.931641,110.892532,99,124406
999.956787,111.248222,99,124454
999.833252,112.287422,99,124480
999.94043,111.385422,99,124506
999.830078,111.66745,99,124532
999.99292,110.995682,99,124588
999.955078,111.262451,99,124646
999.911133,111.632385,99,124673
999.866455,112.007919,98,124699
999.92627,111.504837,99,124725
999.946777,111.562256,99,124751
999.860596,112.092789,99,124810
999.959473,111.225868,99,124862
999.946777,111.332069,99,124888
999.804199,112.287422,99,124915
999.93457,111.833618,99,124941
999.966553,111.768066,99,125001
999.855713,111.675072,99,125058
999.87915,111.901207,100,125106
999.891357,112.324524,100,125132
999.902344,111.70607,100,125158
999.824951,111.948463,100,125184
999.950684,112.577095,100,125240
999.980469,110.517036,100,125297
999.912354,112.147675,100,125357
999.927979,111.490608,100,125409
999.859863,112.06382,99,125435
999.830811,112.308258,100,125461
999.805664,112.626396,100,125487
999.979004,113.193062,100,125543
999.875488,111.932205,100,125600
999.831299,112.303688,100,125626
999.895508,111.764,100,125652
999.805664,112.52018,100,125678
999.95874,112.357552,100,125704
999.726807,112.538475,100,125760
999.858154,112.078049,100,125817
999.859131,112.069923,100,125843
999.857178,112.086182,100,125869
999.844482,112.082115,100,125895
999.80957,112.361618,101,125955
999.821777,112.38398,101,126015
999.772217,112.801216,101,126059
999.837891,112.248291,101,126085
999.827393,112.336716,101,126111
999.875244,111.930168,101,126137
999.781006,112.297585,101,126194
999.737793,112.52018,102,126254
999.837646,113.277939,102,126314
999.86499,112.020119,102,126361
999.810791,112.476471,102,126387
999.841553,112.217804,103,126414
999.723877,112.665016,104,126440
999.730713,112.651299,104,126500
999.784668,112.414978,104,126557
999.758057,112.084152,105,126613
999.87207,111.961166,105,126666
999.73584,113.10717,105,126692
999.809814,112.484604,106,126718
999.736328,112.346886,106,126744
